DropDescription	DropID	DropProb	DropLevel	ItemID	ItemName	ItemCount	ItemBind	price				
公会拍卖行	7004	2		3502	精灵L2	1			2=3	1		公会拍卖行-擂台赛
公会拍卖行	7004	1		3401	精灵S1	1			2=3	1		公会拍卖行-擂台赛
公会拍卖行	7004	1		3402	精灵S2	1			2=3	1		公会拍卖行-擂台赛
公会拍卖行	7004	1		3403	精灵S3	1			2=3	1		公会拍卖行-擂台赛
公会拍卖行	7004	1		3404	精灵S4	1			2=3	1		公会拍卖行-擂台赛
公会拍卖行	7004	1		3406	精灵S6	1			2=3	1		公会拍卖行-擂台赛
公会拍卖行	7004	1		3407	精灵S7	1			2=3	1		公会拍卖行-擂台赛
公会拍卖行	7004	6		4025	精灵S7	1			2=3	1		公会拍卖行-擂台赛
公会拍卖行	7005	1		3501	精灵L1	1			2=3	2		公会拍卖行-擂台赛
公会拍卖行	7005	1		3502	精灵L2	1			2=3	2		公会拍卖行-擂台赛
公会拍卖行	7005	3		3401	精灵S1	1			2=3	2		公会拍卖行-擂台赛
公会拍卖行	7005	3		3402	精灵S2	1			2=3	2		公会拍卖行-擂台赛
公会拍卖行	7005	3		3403	精灵S3	1			2=3	2		公会拍卖行-擂台赛
公会拍卖行	7005	3		3404	精灵S4	1			2=3	2		公会拍卖行-擂台赛
公会拍卖行	7005	3		3406	精灵S6	1			2=3	2		公会拍卖行-擂台赛
公会拍卖行	7005	3		3407	精灵S7	1			2=3	2		公会拍卖行-擂台赛
公会拍卖行	7005	18		4025	精灵S7	1			2=3	2		公会拍卖行-擂台赛
公会拍卖行	7006	1		3501	精灵L1	1			2=3	3=8		公会拍卖行-擂台赛
公会拍卖行	7006	1		3502	精灵L2	1			2=3	3=8		公会拍卖行-擂台赛
公会拍卖行	7006	6		3401	精灵S1	1			2=3	3=8		公会拍卖行-擂台赛
公会拍卖行	7006	6		3402	精灵S2	1			2=3	3=8		公会拍卖行-擂台赛
公会拍卖行	7006	6		3403	精灵S3	1			2=3	3=8		公会拍卖行-擂台赛
公会拍卖行	7006	6		3404	精灵S4	1			2=3	3=8		公会拍卖行-擂台赛
公会拍卖行	7006	6		3406	精灵S6	1			2=3	3=8		公会拍卖行-擂台赛
公会拍卖行	7006	6		3407	精灵S7	1			2=3	3=8		公会拍卖行-擂台赛
公会拍卖行	7006	36		4025	精灵S7	1			2=3	3=8		公会拍卖行-擂台赛
公会拍卖行	7007	2		3501	精灵L1	1			4	1		公会拍卖行-擂台赛
公会拍卖行	7007	2		3502	精灵L2	1			4	1		公会拍卖行-擂台赛
公会拍卖行	7007	1		3401	精灵S1	1			4	1		公会拍卖行-擂台赛
公会拍卖行	7007	1		3402	精灵S2	1			4	1		公会拍卖行-擂台赛
公会拍卖行	7007	1		3403	精灵S3	1			4	1		公会拍卖行-擂台赛
公会拍卖行	7007	1		3404	精灵S4	1			4	1		公会拍卖行-擂台赛
公会拍卖行	7007	1		3406	精灵S6	1			4	1		公会拍卖行-擂台赛
公会拍卖行	7007	1		3407	精灵S7	1			4	1		公会拍卖行-擂台赛
公会拍卖行	7007	6		4025	精灵S7	1			4	1		公会拍卖行-擂台赛
公会拍卖行	7008	1		3501	精灵L1	1			4	2		公会拍卖行-擂台赛
公会拍卖行	7008	1		3502	精灵L2	1			4	2		公会拍卖行-擂台赛
公会拍卖行	7008	3		3401	精灵S1	1			4	2		公会拍卖行-擂台赛
公会拍卖行	7008	3		3402	精灵S2	1			4	2		公会拍卖行-擂台赛
公会拍卖行	7008	3		3403	精灵S3	1			4	2		公会拍卖行-擂台赛
公会拍卖行	7008	3		3404	精灵S4	1			4	2		公会拍卖行-擂台赛
公会拍卖行	7008	3		3406	精灵S6	1			4	2		公会拍卖行-擂台赛
公会拍卖行	7008	3		3407	精灵S7	1			4	2		公会拍卖行-擂台赛
公会拍卖行	7008	18		4025	精灵S7	1			4	2		公会拍卖行-擂台赛
公会拍卖行	7009	1		3501	精灵L1	1			4	3=8		公会拍卖行-擂台赛
公会拍卖行	7009	1		3502	精灵L2	1			4	3=8		公会拍卖行-擂台赛
公会拍卖行	7009	6		3401	精灵S1	1			4	3=8		公会拍卖行-擂台赛
公会拍卖行	7009	6		3402	精灵S2	1			4	3=8		公会拍卖行-擂台赛
公会拍卖行	7009	6		3403	精灵S3	1			4	3=8		公会拍卖行-擂台赛
公会拍卖行	7009	6		3404	精灵S4	1			4	3=8		公会拍卖行-擂台赛
公会拍卖行	7009	6		3406	精灵S6	1			4	3=8		公会拍卖行-擂台赛
公会拍卖行	7009	6		3407	精灵S7	1			4	3=8		公会拍卖行-擂台赛
公会拍卖行	7009	36		4025	精灵S7	1			4	3=8		公会拍卖行-擂台赛
公会拍卖行	7010	2		59	光明气息兑换券	1	1		1	0		公会拍卖行-公会boss
公会拍卖行	7010	1		0		0	1		1	0		公会拍卖行-公会boss
公会拍卖行	7011	1		4025	精灵碎片	1						
公会拍卖行	7101	15		0	0	0			1	1		公会拍卖行-公会boss
公会拍卖行	7101	1		5996	活鱼刺身食谱	1			1	1		公会拍卖行-公会boss
公会拍卖行	7101	1		5997	精灵派对蛋糕食谱	1			1	1		公会拍卖行-公会boss
公会拍卖行	7101	1		5999	炖鱼汤食谱	1			1	1		公会拍卖行-公会boss
公会拍卖行	7102	20		0	0	0			1	2		公会拍卖行-公会boss
公会拍卖行	7102	1		5996	活鱼刺身食谱	1			1	2		公会拍卖行-公会boss
公会拍卖行	7102	1		5997	精灵派对蛋糕食谱	1			1	2		公会拍卖行-公会boss
公会拍卖行	7102	1		5999	炖鱼汤食谱	1			1	2		公会拍卖行-公会boss
公会拍卖行	7103	25		0	0	0			1	2		公会拍卖行-公会boss
公会拍卖行	7103	1		5996	活鱼刺身食谱	1			1	2		公会拍卖行-公会boss
公会拍卖行	7103	1		5997	精灵派对蛋糕食谱	1			1	2		公会拍卖行-公会boss
公会拍卖行	7103	1		5999	炖鱼汤食谱	1			1	2		公会拍卖行-公会boss
公会拍卖行	7104	30		0	0	0			1	2		公会拍卖行-公会boss
公会拍卖行	7104	1		5996	活鱼刺身食谱	1			1	2		公会拍卖行-公会boss
公会拍卖行	7104	1		5997	精灵派对蛋糕食谱	1			1	2		公会拍卖行-公会boss
公会拍卖行	7104	1		5999	炖鱼汤食谱	1			1	2		公会拍卖行-公会boss
公会拍卖行	7105	35		0	0	0			1	2		公会拍卖行-公会boss
公会拍卖行	7105	1		5996	活鱼刺身食谱	1			1	2		公会拍卖行-公会boss
公会拍卖行	7105	1		5997	精灵派对蛋糕食谱	1			1	2		公会拍卖行-公会boss
公会拍卖行	7105	1		5999	炖鱼汤食谱	1			1	2		公会拍卖行-公会boss
公会拍卖行	7106	15		0	0	0			2=3	1		公会拍卖行-公会boss
公会拍卖行	7106	1		5996	活鱼刺身食谱	1			2=3	1		公会拍卖行-公会boss
公会拍卖行	7106	1		5997	精灵派对蛋糕食谱	1			2=3	1		公会拍卖行-公会boss
公会拍卖行	7106	1		5999	炖鱼汤食谱	1			2=3	1		公会拍卖行-公会boss
公会拍卖行	7107	20		0	0	0			2=3	2		公会拍卖行-公会boss
公会拍卖行	7107	1		5996	活鱼刺身食谱	1			2=3	2		公会拍卖行-公会boss
公会拍卖行	7107	1		5997	精灵派对蛋糕食谱	1			2=3	2		公会拍卖行-公会boss
公会拍卖行	7107	1		5999	炖鱼汤食谱	1			2=3	2		公会拍卖行-公会boss
公会拍卖行	7108	25		0	0	0			2=3	2		公会拍卖行-公会boss
公会拍卖行	7108	1		5996	活鱼刺身食谱	1			2=3	2		公会拍卖行-公会boss
公会拍卖行	7108	1		5997	精灵派对蛋糕食谱	1			2=3	2		公会拍卖行-公会boss
公会拍卖行	7108	1		5999	炖鱼汤食谱	1			2=3	2		公会拍卖行-公会boss
公会拍卖行	7109	30		0	0	0			2=3	2		公会拍卖行-公会boss
公会拍卖行	7109	1		5996	活鱼刺身食谱	1			2=3	2		公会拍卖行-公会boss
公会拍卖行	7109	1		5997	精灵派对蛋糕食谱	1			2=3	2		公会拍卖行-公会boss
公会拍卖行	7109	1		5999	炖鱼汤食谱	1			2=3	2		公会拍卖行-公会boss
公会拍卖行	7110	35		0	0	0			2=3	2		公会拍卖行-公会boss
公会拍卖行	7110	1		5996	活鱼刺身食谱	1			2=3	2		公会拍卖行-公会boss
公会拍卖行	7110	1		5997	精灵派对蛋糕食谱	1			2=3	2		公会拍卖行-公会boss
公会拍卖行	7110	1		5999	炖鱼汤食谱	1			2=3	2		公会拍卖行-公会boss
公会拍卖行	7111	15		0	0	0			4	1		公会拍卖行-公会boss
公会拍卖行	7111	1		5996	活鱼刺身食谱	1			4	1		公会拍卖行-公会boss
公会拍卖行	7111	1		5997	精灵派对蛋糕食谱	1			4	1		公会拍卖行-公会boss
公会拍卖行	7111	1		5999	炖鱼汤食谱	1			4	1		公会拍卖行-公会boss
公会拍卖行	7112	20		0	0	0			4	2		公会拍卖行-公会boss
公会拍卖行	7112	1		5996	活鱼刺身食谱	1			4	2		公会拍卖行-公会boss
公会拍卖行	7112	1		5997	精灵派对蛋糕食谱	1			4	2		公会拍卖行-公会boss
公会拍卖行	7112	1		5999	炖鱼汤食谱	1			4	2		公会拍卖行-公会boss
公会拍卖行	7113	25		0	0	0			4	2		公会拍卖行-公会boss
公会拍卖行	7113	1		5996	活鱼刺身食谱	1			4	2		公会拍卖行-公会boss
公会拍卖行	7113	1		5997	精灵派对蛋糕食谱	1			4	2		公会拍卖行-公会boss
公会拍卖行	7113	1		5999	炖鱼汤食谱	1			4	2		公会拍卖行-公会boss
公会拍卖行	7114	30		0	0	0			4	2		公会拍卖行-公会boss
公会拍卖行	7114	1		5996	活鱼刺身食谱	1			4	2		公会拍卖行-公会boss
公会拍卖行	7114	1		5997	精灵派对蛋糕食谱	1			4	2		公会拍卖行-公会boss
公会拍卖行	7114	1		5999	炖鱼汤食谱	1			4	2		公会拍卖行-公会boss
公会拍卖行	7115	35		0	0	0			4	2		公会拍卖行-公会boss
公会拍卖行	7115	1		5996	活鱼刺身食谱	1			4	2		公会拍卖行-公会boss
公会拍卖行	7115	1		5997	精灵派对蛋糕食谱	1			4	2		公会拍卖行-公会boss
公会拍卖行	7115	1		5999	炖鱼汤食谱	1			4	2		公会拍卖行-公会boss
公会拍卖行	7116	6		0	0	0			1	1		公会拍卖行-世界boss
公会拍卖行	7116	1		3401	精灵S1	0			1	1		公会拍卖行-世界boss
公会拍卖行	7116	1		3402	精灵S2	1			1	1		公会拍卖行-世界boss
公会拍卖行	7116	1		3403	精灵S3	1			1	1		公会拍卖行-世界boss
公会拍卖行	7116	1		3404	精灵S4	1			1	1		公会拍卖行-世界boss
公会拍卖行	7116	1		3406	精灵S6	1			1	1		公会拍卖行-世界boss
公会拍卖行	7116	1		3407	精灵S7	1			1	1		公会拍卖行-世界boss
公会拍卖行	7116	6		4025	精灵S7	1			1	1		公会拍卖行-世界boss
公会拍卖行	7117	12		0	0	0			1	2		公会拍卖行-世界boss
公会拍卖行	7117	1		3401	精灵S1	0			1	2		公会拍卖行-世界boss
公会拍卖行	7117	1		3402	精灵S2	1			1	2		公会拍卖行-世界boss
公会拍卖行	7117	1		3403	精灵S3	1			1	2		公会拍卖行-世界boss
公会拍卖行	7117	1		3404	精灵S4	1			1	2		公会拍卖行-世界boss
公会拍卖行	7117	1		3406	精灵S6	1			1	2		公会拍卖行-世界boss
公会拍卖行	7117	1		3407	精灵S7	1			1	2		公会拍卖行-世界boss
公会拍卖行	7117	6		4025	精灵S7	1			1	2		公会拍卖行-世界boss
公会拍卖行	7118	18		0	0	0			1	3		公会拍卖行-世界boss
公会拍卖行	7118	1		3401	精灵S1	0			1	3		公会拍卖行-世界boss
公会拍卖行	7118	1		3402	精灵S2	1			1	3		公会拍卖行-世界boss
公会拍卖行	7118	1		3403	精灵S3	1			1	3		公会拍卖行-世界boss
公会拍卖行	7118	1		3404	精灵S4	1			1	3		公会拍卖行-世界boss
公会拍卖行	7118	1		3406	精灵S6	1			1	3		公会拍卖行-世界boss
公会拍卖行	7118	1		3407	精灵S7	1			1	3		公会拍卖行-世界boss
公会拍卖行	7118	6		4025	精灵S7	1			1	3		公会拍卖行-世界boss
公会拍卖行	7119	54		0	0	0			1	4=11		公会拍卖行-世界boss
公会拍卖行	7119	1		3401	精灵S1	0			1	4=11		公会拍卖行-世界boss
公会拍卖行	7119	1		3402	精灵S2	1			1	4=11		公会拍卖行-世界boss
公会拍卖行	7119	1		3403	精灵S3	1			1	4=11		公会拍卖行-世界boss
公会拍卖行	7119	1		3404	精灵S4	1			1	4=11		公会拍卖行-世界boss
公会拍卖行	7119	1		3406	精灵S6	1			1	4=11		公会拍卖行-世界boss
公会拍卖行	7119	1		3407	精灵S7	1			1	4=11		公会拍卖行-世界boss
公会拍卖行	7119	6		4025	精灵S7	1			1	4=11		公会拍卖行-世?鏱oss
公会拍卖行	7120	114		0	0	0			1	11=20		公会拍卖行-世界boss
公会拍卖行	7120	1		3401	精灵S1	0			1	11=20		公会拍卖行-世界boss
公会拍卖行	7120	1		3402	精灵S2	1			1	11=20		公会拍卖行-世界boss
公会拍卖行	7120	1		3403	精灵S3	1			1	11=20		公会拍卖行-世界boss
公会拍卖行	7120	1		3404	精灵S4	1			1	11=20		公会拍卖行-世界boss
公会拍卖行	7120	1		3406	精灵S6	1			1	11=20		公会拍卖行-世界boss
公会拍卖行	7120	1		3407	精灵S7	1			1	11=20		公会拍卖行-世界boss
公会拍卖行	7120	6		4025	精灵S7	1			1	11=20		公会拍卖行-世界boss
公会拍卖行	7121	6		0	0	0			2=3	1		公会拍卖行-世界boss
公会拍卖行	7121	1		3401	精灵S1	1			2=3	1		公会拍卖行-世界boss
公会拍卖行	7121	1		3402	精灵S2	1			2=3	1		公会拍卖行-世界boss
公会拍卖行	7121	1		3403	精灵S3	1			2=3	1		公会拍卖行-世界boss
公会拍卖行	7121	1		3404	精灵S4	1			2=3	1		公会拍卖行-世界boss
公会拍卖行	7121	1		3406	精灵S6	1			2=3	1		公会拍卖行-世界boss
公会拍卖行	7121	1		3407	精灵S7	1			2=3	1		公会拍卖行-世界boss
公会拍卖行	7121	6		4025	精灵S7	1			2=3	1		公会拍卖行-世界boss
公会拍卖行	7122	12		0	0	0			2=3	2		公会拍卖行-世界boss
公会拍卖行	7122	1		3401	精灵S1	0			2=3	2		公会拍卖行-世界boss
公会拍卖行	7122	1		3402	精灵S2	1			2=3	2		公会拍卖行-世界boss
公会拍卖行	7122	1		3403	精灵S3	1			2=3	2		公会拍卖行-世界boss
公会拍卖行	7122	1		3404	精灵S4	1			2=3	2		公会拍卖行-世界boss
公会拍卖行	7122	1		3406	精灵S6	1			2=3	2		公会拍卖行-世界boss
公会拍卖行	7122	1		3407	精灵S7	1			2=3	2		公会拍卖行-世界boss
公会拍卖行	7122	6		4025	精灵S7	1			2=3	2		公会拍卖行-世界boss
公会拍卖行	7123	18		0	0	0			2=3	3		公会拍卖行-世界boss
公会拍卖行	7123	1		3401	精灵S1	0			2=3	3		公会拍卖行-世界boss
公会拍卖行	7123	1		3402	精灵S2	1			2=3	3		公会拍卖行-世界boss
公会拍卖行	7123	1		3403	精灵S3	1			2=3	3		公会拍卖行-世界boss
公会拍卖行	7123	1		3404	精灵S4	1			2=3	3		公会拍卖行-世界boss
公会拍卖行	7123	1		3406	精灵S6	1			2=3	3		公会拍卖行-世界boss
公会拍卖行	7123	1		3407	精灵S7	1			2=3	3		公会拍卖行-世界boss
公会拍卖行	7123	6		4025	精灵S7	1			2=3	3		公会拍卖行-世界boss
公会拍卖行	7124	54		0	0	0			2=3	4=20		公会拍卖行-世界boss
公会拍卖行	7124	1		3401	精灵S1	0			2=3	4=20		公会拍卖行-世界boss
公会拍卖行	7124	1		3402	精灵S2	1			2=3	4=20		公会拍卖行-世界boss
公会拍卖行	7124	1		3403	精灵S3	1			2=3	4=20		公会拍卖行-世界boss
公会拍卖行	7124	1		3404	精灵S4	1			2=3	4=20		公会拍卖行-世界boss
公会拍卖行	7124	1		3406	精灵S6	1			2=3	4=20		公会拍卖行-世界boss
公会拍卖行	7124	1		3407	精灵S7	1			2=3	4=20		公会拍卖行-世界boss
公会拍卖行	7124	6		4025	精灵S7	1			2=3	4=20		公会拍卖行-世界boss
公会拍卖行	7125	114		0	0	0			2=3	21=50		公会拍卖行-世界boss
公会拍卖行	7125	1		3401	精灵S1	0			2=3	21=50		公会拍卖行-世界boss
公会拍卖行	7125	1		3402	精灵S2	1			2=3	21=50		公会拍卖行-世界boss
公会拍卖行	7125	1		3403	精灵S3	1			2=3	21=50		公会拍卖行-世界boss
公会拍卖行	7125	1		3404	精灵S4	1			2=3	21=50		公会拍卖行-世界boss
公会拍卖行	7125	1		3406	精灵S6	1			2=3	21=50		公会拍卖行-世界boss
公会拍卖行	7125	1		3407	精灵S7	1			2=3	21=50		公会拍卖行-世界boss
公会拍卖行	7125	6		4025	精灵S7	1			2=3	21=50		公会拍卖行-世界boss
公会拍卖行	7126	6		0	0	0			4	1		公会拍卖行-世界boss
公会拍卖行	7126	1		3401	精灵S1	0			4	1		公会拍卖行-世界boss
公会拍卖行	7126	1		3402	精灵S2	1			4	1		公会拍卖行-世界boss
公会拍卖行	7126	1		3403	精灵S3	1			4	1		公会拍卖行-世界boss
公会拍卖行	7126	1		3404	精灵S4	1			4	1		公会拍卖行-世界boss
公会拍卖行	7126	1		3406	精灵S6	1			4	1		公会拍卖行-世界boss
公会拍卖行	7126	1		3407	精灵S7	1			4	1		公会拍卖行-世界boss
公会拍卖行	7126	6		4025	精灵S7	1			4	1		公会拍卖行-世界boss
公会拍卖行	7127	12		0	0	0			4	2		公会拍卖行-世界boss
公会拍卖行	7127	1		3401	精灵S1	0			4	2		公会拍卖行-世界boss
公会拍卖行	7127	1		3402	精灵S2	1			4	2		公会拍卖行-世界boss
公会拍卖行	7127	1		3403	精灵S3	1			4	2		公会拍卖行-世界boss
公会拍卖行	7127	1		3404	精灵S4	1			4	2		公会拍卖行-世界boss
公会拍卖行	7127	1		3406	精灵S6	1			4	2		公会拍卖行-世界boss
公会拍卖行	7127	1		3407	精灵S7	1			4	2		公会拍卖行-世界boss
公会拍卖行	7127	6		4025	精灵S7	1			4	2		公会拍卖行-世界boss
公会拍卖行	7128	18		0	0	0			4	3		公会拍卖行-世界boss
公会拍卖行	7128	1		3401	精灵S1	0			4	3		公会拍卖行-世界boss
公会拍卖行	7128	1		3402	精灵S2	1			4	3		公会拍卖行-世界boss
公会拍卖行	7128	1		3403	精灵S3	1			4	3		公会拍卖行-世界boss
公会拍卖行	7128	1		3404	精灵S4	1			4	3		公会拍卖行-世界boss
公会拍卖行	7128	1		3406	精灵S6	1			4	3		公会拍卖行-世界boss
公会拍卖行	7128	1		3407	精灵S7	1			4	3		公会拍卖行-世界boss
公会拍卖行	7128	6		4025	精灵S7	1			4	3		公会拍卖行-世界boss
公会拍卖行	7129	54		0	0	0			4	4=20		公会拍卖行-世界boss
公会拍卖行	7129	1		3401	精灵S1	0			4	4=20		公会拍卖行-世界boss
公会拍卖行	7129	1		3402	精灵S2	1			4	4=20		公会拍卖行-世界boss
公会拍卖行	7129	1		3403	精灵S3	1			4	4=20		公会拍卖行-世界boss
公会拍卖行	7129	1		3404	精灵S4	1			4	4=20		公会拍卖行-世界boss
公会拍卖行	7129	1		3406	精灵S6	1			4	4=20		公会拍卖行-世界boss
公会拍卖行	7129	1		3407	精灵S7	1			4	4=20		公会拍卖行-世界boss
公会拍卖行	7129	6		4025	精灵S7	1			4	4=20		公会拍卖行-世界boss
公会拍卖行	7130	114		0	0	0			4	21=50		公会拍卖行-世界boss
公会拍卖行	7130	1		3401	精灵S1	0			4	21=50		公会拍卖行-世界boss
公会拍卖行	7130	1		3402	精灵S2	1			4	21=50		公会拍卖行-世界boss
公会拍卖行	7130	1		3403	精灵S3	1			4	21=50		公会拍卖行-世界boss
公会拍卖行	7130	1		3404	精灵S4	1			4	21=50		公会拍卖行-世界boss
公会拍卖行	7130	1		3406	精灵S6	1			4	21=50		公会拍卖行-世界boss
公会拍卖行	7130	1		3407	精灵S7	1			4	21=50		公会拍卖行-世界boss
公会拍卖行	7130	6		4025	精灵S7	1			4	21=50		公会拍卖行-世界boss
公会拍卖行	7131	0		71	地狱犬的胸牌	1	1		1	1		公会拍卖行
公会拍卖行	7132	0		72	地狱犬的磨牙棒	1	1		1	1		公会拍卖行
公会拍卖行	7133	0		73	地狱犬的耳朵	1	1		1	1		公会拍卖行
公会拍卖行	7134	0		74	地狱犬的前掌	1	1		1	1		公会拍卖行
公会拍卖行	7135	0		75	地狱犬的后掌	1	1		1	1		公会拍卖行
公会拍卖行	7136	0		76	地狱犬的尾巴	1	1		1	1		公会拍卖行
公会拍卖行	7137	0		100	狮蝎的爪子	1	1		2	2		公会拍卖行
公会拍卖行	7138	0		101	狮蝎的陈旧脚镣	1	1		2	2		公会拍卖行
公会拍卖行	7139	0		102	狮蝎的眼睛	1	1		2	2		公会拍卖行
公会拍卖行	7140	0		103	狮蝎的肩膀	1	1		2	2		公会拍卖行
公会拍卖行	7141	0		104	狮蝎的肚皮	1	1		2	2		公会拍卖行
公会拍卖行	7142	0		105	狮蝎的鬃毛	1	1		2	2		公会拍卖行
公会拍卖行	7143	0		190	天启的光线发射器	1	1		3	2		公会拍卖行
公会拍卖行	7144	0		191	天启的动力装置	1	1		3	2		公会拍卖行
公会拍卖行	7145	0		192	天启的眼睛	1	1		3	2		公会拍卖行
公会拍卖行	7146	0		193	天启的人偶	1	1		3	2		公会拍卖行
公会拍卖行	7147	0		194	天启的外壳	1	1		3	2		公会拍卖行
公会拍卖行	7148	0		195	天启的触手	1	1		3	2		公会拍卖行
公会拍卖行	7153	0		630	古代图腾之刃	1	1		3	2		公会拍卖行
公会拍卖行	7154	0		631	古代图腾宝珠	1	1		3	2		公会拍卖行
公会拍卖行	7155	0		632	古代图腾头饰	1	1		3	2		公会拍卖行
公会拍卖行	7156	0		633	古代图腾盔甲	1	1		3	2		公会拍卖行
公会拍卖行	7157	0		634	古代图腾之枪	1	1		3	2		公会拍卖行
公会拍卖行	7158	0		635	古代图腾灵魂	1	1		3	2		公会拍卖行
公会拍卖行	7161	6		0		0	1					公会拍卖行
	7161	4		2105	55级本职业S铭文礼包	1	1					
公会拍卖行	7162	6		0		0	1					公会拍卖行
	7162	4		2106	75级本职业S铭文礼包	1	1					
公会拍卖行	7164	1		597	55级S铭文礼包	2	1					公会拍卖行
公会拍卖行	7164	1		597	55级S铭文礼包	2	1					公会拍卖行
公会拍卖行	7165	1		598	75级S铭文礼包	2	1					公会拍卖行
公会拍卖行	7165	1		598	75级S铭文礼包	2	1					公会拍卖行
公会拍卖行	7166	9		0	0	0	1					公会拍卖行
公会拍卖行	7166	1		561	图鉴碎片宝箱	1	1					公会拍卖行
公会拍卖行	7167	9		0	0	0	1					公会拍卖行
公会拍卖行	7167	1		15248	棋风时装礼包（永久）	1	1					公会拍卖行
公会拍卖行	7168	38		0	0	0	1					公会拍卖行
公会拍卖行	7168	1		3501	精灵L1	1	1					公会拍卖行
公会拍卖行	7168	1		3502	精灵L2	1	1					公会拍卖行
	7169	6		0		0	1					公会拍卖行
	7169	4		2108	95级本职业S铭文礼包	1	1					
	7170	1		1008	95级S铭文礼包	2	1					公会拍卖行
	7170	1		1008	95级S铭文礼包	2	1					公会拍卖行
公会拍卖行	7171	2		3501	精灵L1	1			1	1		公会拍卖行-领地战失败
公会拍卖行	7171	2		3502	精灵L2	1			1	1		公会拍卖行-领地战失败
公会拍卖行	7171	1		3401	精灵S1	1			1	1		公会拍卖行-领地战失败
公会拍卖行	7171	1		3402	精灵S2	1			1	1		公会拍卖行-领地战失败
公会拍卖行	7171	1		3403	精灵S3	1			1	1		公会拍卖行-领地战失败
公会拍卖行	7171	1		3404	精灵S4	1			1	1		公会拍卖行-领地战失败
公会拍卖行	7171	1		3406	精灵S6	1			1	1		公会拍卖行-领地战失败
公会拍卖行	7171	1		3407	精灵S7	1			1	1		公会拍卖行-领地战失败
公会拍卖行	7171	6		4025	精灵S7	1			1	1		公会拍卖行-领地战失败
公会拍卖行	7171	16		0		0			1	1		公会拍卖行-领地战失败
公会拍卖行	7172	1		3501	精灵L1	1			1	2		公会拍卖行-领地战失败
公会拍卖行	7172	1		3502	精灵L2	1			1	2		公会拍卖行-领地战失败
公会拍卖行	7172	3		3401	精灵S1	1			1	2		公会拍卖行-领地战失败
公会拍卖行	7172	3		3402	精灵S2	1			1	2		公会拍卖行-领地战失败
公会拍卖行	7172	3		3403	精灵S3	1			1	2		公会拍卖行-领地战失败
公会拍卖行	7172	3		3404	精灵S4	1			1	2		公会拍卖行-领地战失败
公会拍卖行	7172	3		3406	精灵S6	1			1	2		公会拍卖行-领地战失败
公会拍卖行	7172	3		3407	精灵S7	1			1	2		公会拍卖行-领地战失败
公会拍卖行	7172	18		4025	精灵S7	1			1	2		公会拍卖行-领地战失败
	7172	38		0		0			1	2		公会拍卖行-领地战失败
公会拍卖行	7173	1		3501	精灵L1	1			1	3=8		公会拍卖行-领地战失败
公会拍卖行	7173	6		3401	精灵S1	1			1	3=8		公会拍卖行-领地战失败
公会拍卖行	7173	6		3402	精灵S2	1			1	3=8		公会拍卖行-领地战失败
公会拍卖行	7173	6		3403	精灵S3	1			1	3=8		公会拍卖行-领地战失败
公会拍卖行	7173	6		3404	精灵S4	1			1	3=8		公会拍卖行-领地战失败
公会拍卖行	7173	6		3406	精灵S6	1			1	3=8		公会拍卖行-领地战失败
公会拍卖行	7173	6		3407	精灵S7	1			1	3=8		公会拍卖行-领地战失败
公会拍卖行	7173	36		4025	精灵S7	1			1	3=8		公会拍卖行-领地战失败
	7173	73		0		0			1	3=8		公会拍卖行-领地战失败
公会拍卖行	7174	2		3501	精灵L1	1			2=3	1		公会拍卖行-领地战失败
公会拍卖行	7174	2		3502	精灵L2	1			2=3	1		公会拍卖行-领地战失败
公会拍卖行	7174	1		3401	精灵S1	1			2=3	1		公会拍卖行-领地战失败
公会拍卖行	7174	1		3402	精灵S2	1			2=3	1		公会拍卖行-领地战失败
公会拍卖行	7174	1		3403	精灵S3	1			2=3	1		公会拍卖行-领地战失败
公会拍卖行	7174	1		3404	精灵S4	1			2=3	1		公会拍卖行-领地战失败
公会拍卖行	7174	1		3406	精灵S6	1			2=3	1		公会拍卖行-领地战失败
公会拍卖行	7174	1		3407	精灵S7	1			2=3	1		公会拍卖行-领地战失败
公会拍卖行	7174	6		4025	精灵S7	1			2=3	1		公会拍卖行-领地战失败
	7174	16		0		0			2=3	1		公会拍卖行-领地战失败
公会拍卖行	7175	1		3501	精灵L1	1			2=3	2		公会拍卖行-领地战失败
公会拍卖行	7175	1		3502	精灵L2	1			2=3	2		公会拍卖行-领地战失败
公会拍卖行	7175	3		3401	精灵S1	1			2=3	2		公会拍卖行-领地战失败
公会拍卖行	7175	3		3402	精灵S2	1			2=3	2		公会拍卖行-领地战失败
公会拍卖行	7175	3		3403	精灵S3	1			2=3	2		公会拍卖行-领地战失败
公会拍卖行	7175	3		3404	精灵S4	1			2=3	2		公会拍卖行-领地战失败
公会拍卖行	7175	3		3406	精灵S6	1			2=3	2		公会拍卖行-领地战失败
公会拍卖行	7175	3		3407	精灵S7	1			2=3	2		公会拍卖行-领地战失败
公会拍卖行	7175	18		4025	精灵S7	1			2=3	2		公会拍卖行-领地战失败
	7175	38		0		0			2=3	3=8		公会拍卖行-领地战失败
公会拍卖行	7176	1		3501	精灵L1	1			2=3	3=8		公会拍卖行-领地战失败
公会拍卖行	7176	1		3502	精灵L2	1			2=3	3=8		公会拍卖行-领地战失败
公会拍卖行	7176	6		3401	精灵S1	1			2=3	3=8		公会拍卖行-领地战失败
